0,1,2,3,4
"(0, 0.112340584)","(1, 0.86161804)","(2, 0.020403938)",,
"(1, 0.9515746)","(2, 0.025163623)","(3, 0.017218756)",,
"(0, 0.104729556)","(1, 0.8874053)",,,
"(0, 0.099474974)","(1, 0.89219236)",,,
"(0, 0.1846343)","(1, 0.7944314)","(3, 0.019375963)",,
"(0, 0.17011875)","(1, 0.38447374)","(3, 0.10928261)","(4, 0.3353959)",
"(0, 0.1834131)","(1, 0.7781356)","(4, 0.033170886)",,
"(0, 0.1991616)","(1, 0.32504076)","(3, 0.15819278)","(4, 0.31672022)",
"(0, 0.054058004)","(1, 0.94062465)",,,
"(0, 0.10331457)","(1, 0.8711876)","(4, 0.018071068)",,
"(0, 0.16157976)","(1, 0.79079074)","(2, 0.042063612)",,
"(0, 0.17450735)","(1, 0.8178143)",,,
"(0, 0.10798263)","(1, 0.8841549)",,,
"(0, 0.15088534)","(1, 0.842068)",,,
"(0, 0.1742327)","(1, 0.8190022)",,,
"(0, 0.9766152)","(1, 0.017293321)",,,
"(0, 0.91409546)","(1, 0.08255359)",,,
"(0, 0.946021)","(1, 0.042261865)",,,
"(0, 0.90914065)","(1, 0.085707925)",,,
"(0, 0.99367934)",,,,
"(0, 0.974571)","(3, 0.023731608)",,,
"(0, 0.85874087)","(1, 0.110530436)","(3, 0.029078284)",,
"(0, 0.894529)","(2, 0.017733432)","(3, 0.08619796)",,
"(0, 0.95977783)","(4, 0.034617636)",,,
"(0, 0.8761934)","(1, 0.1173784)",,,
"(0, 0.9008782)","(1, 0.09455246)",,,
"(0, 0.9081797)","(1, 0.08538164)",,,
"(0, 0.9193963)","(1, 0.076522976)",,,
"(0, 0.92726064)","(3, 0.070863545)",,,
"(0, 0.9391846)","(1, 0.02448166)","(2, 0.03157932)",,
"(0, 0.92674303)","(1, 0.027766425)","(3, 0.04424573)",,
"(0, 0.9494096)","(1, 0.041428573)",,,
"(0, 0.99359983)",,,,
"(0, 0.9368055)","(1, 0.05830233)",,,
"(0, 0.993819)",,,,
"(0, 0.9404343)","(3, 0.05733186)",,,
"(0, 0.9402716)","(3, 0.057424396)",,,
"(0, 0.96346503)","(3, 0.03401562)",,,
"(0, 0.9934246)",,,,
"(0, 0.96283346)","(3, 0.0350796)",,,
"(0, 0.99447685)",,,,
"(0, 0.89248824)","(1, 0.0732385)","(3, 0.03319512)",,
"(0, 0.9936831)",,,,
"(0, 0.9939301)",,,,
"(0, 0.83310354)","(1, 0.12070883)","(3, 0.04489444)",,
"(3, 0.99303246)",,,,
"(0, 0.08502258)","(2, 0.08881861)","(3, 0.8241093)",,
"(0, 0.10953905)","(2, 0.07705048)","(3, 0.81149286)",,
"(2, 0.026666332)","(3, 0.9651904)",,,
"(0, 0.059854485)","(2, 0.041493874)","(3, 0.8964531)",,
"(0, 0.239525)","(2, 0.1525422)","(3, 0.49309877)","(4, 0.113701336)",
"(0, 0.11523748)","(2, 0.099210836)","(3, 0.78360265)",,
"(2, 0.07330709)","(3, 0.7310333)","(4, 0.19069177)",,
"(3, 0.99089086)",,,,
"(0, 0.038695768)","(3, 0.9089327)","(4, 0.050494656)",,
"(0, 0.044644274)","(3, 0.84220505)","(4, 0.11132213)",,
"(2, 0.029658413)","(3, 0.96505487)",,,
"(0, 0.063610904)","(2, 0.06548238)","(3, 0.86948174)",,
"(3, 0.9922343)",,,,
"(2, 0.10169333)","(3, 0.8920724)",,,
"(2, 0.017004464)","(3, 0.94714284)","(4, 0.029956646)",,
"(0, 0.17882912)","(3, 0.7056443)","(4, 0.113473974)",,
"(3, 0.9080444)","(4, 0.08556509)",,,
"(2, 0.0178706)","(3, 0.97661245)",,,
"(0, 0.212389)","(2, 0.11076618)","(3, 0.6749043)",,
"(0, 0.16851376)","(2, 0.10115606)","(3, 0.5899157)","(4, 0.13938875)",
"(0, 0.15678874)","(2, 0.14815384)","(3, 0.676014)","(4, 0.017973434)",
"(0, 0.062886804)","(3, 0.93426365)",,,
"(2, 0.0449082)","(3, 0.9481049)",,,
"(0, 0.15553337)","(1, 0.025169795)","(3, 0.81718785)",,
"(0, 0.18113354)","(3, 0.79165065)","(4, 0.024935389)",,
"(0, 0.024233397)","(3, 0.9732668)",,,
"(3, 0.9930204)",,,,
"(0, 0.20166181)","(3, 0.7961035)",,,
"(0, 0.06458384)","(3, 0.9330081)",,,
"(0, 0.82596713)","(3, 0.14692135)","(4, 0.025188569)",,
"(0, 0.93133414)","(1, 0.048154093)","(3, 0.0188422)",,
"(0, 0.8710741)","(1, 0.12316726)",,,
"(0, 0.87892085)","(3, 0.11823107)",,,
"(0, 0.9608248)","(3, 0.037067365)",,,
"(0, 0.7313657)","(1, 0.04168853)","(3, 0.22533478)",,
"(0, 0.96821046)","(3, 0.02897932)",,,
"(0, 0.91334766)","(3, 0.04701663)","(4, 0.038011458)",,
"(0, 0.9385206)","(3, 0.05834994)",,,
"(0, 0.99355143)",,,,
"(0, 0.9175318)","(3, 0.08011346)",,,
"(0, 0.9131109)","(3, 0.084582366)",,,
"(0, 0.993014)",,,,
"(0, 0.96842533)","(3, 0.029340796)",,,
"(0, 0.890702)","(2, 0.016241971)","(3, 0.09088544)",,
"(0, 0.76574326)","(3, 0.23151065)",,,
"(0, 0.8354647)","(3, 0.106006056)","(4, 0.056725536)",,
"(0, 0.8996829)","(1, 0.020323595)","(2, 0.039295055)","(3, 0.03977899)",
"(0, 0.9170412)","(3, 0.08021621)",,,
"(0, 0.9143481)","(3, 0.08297375)",,,
"(0, 0.9923102)",,,,
"(0, 0.90817416)","(1, 0.06912514)","(2, 0.016515145)",,
"(0, 0.7776808)","(2, 0.06097922)","(3, 0.13908646)","(4, 0.021279108)",
"(0, 0.97231406)","(3, 0.025352985)",,,
"(0, 0.9935461)",,,,
"(0, 0.83941966)","(2, 0.019789916)","(3, 0.13961619)",,
"(0, 0.9564438)","(2, 0.035516303)",,,
"(0, 0.92999595)","(3, 0.020806454)","(4, 0.047873773)",,
"(0, 0.8104468)","(2, 0.08183482)","(3, 0.10607469)",,
"(0, 0.9921057)",,,,
"(0, 0.17076209)","(1, 0.80457306)","(2, 0.021250498)",,
"(0, 0.23159821)","(1, 0.71978897)","(3, 0.047510654)",,
"(0, 0.16764985)","(1, 0.80840516)","(3, 0.022799486)",,
"(0, 0.0643443)","(1, 0.9311901)",,,
"(0, 0.20992526)","(1, 0.75660783)","(4, 0.029343367)",,
"(0, 0.22157493)","(1, 0.7742277)",,,
"(0, 0.12661298)","(1, 0.81505674)","(3, 0.05699206)",,
"(0, 0.11879884)","(1, 0.820113)","(3, 0.059994813)",,
"(1, 0.8119994)","(3, 0.18363492)",,,
"(0, 0.16884008)","(1, 0.7538408)","(2, 0.07340572)",,
"(0, 0.1218728)","(1, 0.8732865)",,,
"(0, 0.17451242)","(1, 0.8203772)",,,
"(0, 0.094024636)","(1, 0.84228015)","(2, 0.059538893)",,
"(0, 0.10586612)","(1, 0.85145706)","(3, 0.0416088)",,
"(0, 0.080585845)","(1, 0.8926896)","(2, 0.022211976)",,
"(0, 0.11337031)","(1, 0.8099895)","(3, 0.07536033)",,
"(0, 0.21442235)","(1, 0.7383092)","(2, 0.031813595)","(4, 0.012531713)",
"(0, 0.17716156)","(1, 0.7784922)","(3, 0.042823732)",,
"(0, 0.0506232)","(1, 0.9431573)",,,
"(0, 0.20081815)","(1, 0.7944269)",,,
"(0, 0.12878819)","(1, 0.8669225)",,,
"(0, 0.24405909)","(1, 0.69774044)","(2, 0.021988714)","(4, 0.03296262)",
"(0, 0.16140915)","(1, 0.80670226)","(2, 0.027768943)",,
"(0, 0.15089145)","(1, 0.8438113)",,,
"(0, 0.13273114)","(1, 0.82904637)","(2, 0.021438153)","(3, 0.016220145)",
"(0, 0.069785826)","(1, 0.8825231)","(3, 0.046402138)",,
"(0, 0.0679433)","(1, 0.88320726)","(3, 0.04782701)",,
"(0, 0.092345625)","(1, 0.90296364)",,,
"(1, 0.8954155)","(2, 0.05456576)","(3, 0.046276707)",,
"(0, 0.19903564)","(1, 0.7956992)",,,
"(0, 0.20778057)","(3, 0.7896965)",,,
"(0, 0.29720986)","(3, 0.6991399)",,,
"(0, 0.3116728)","(3, 0.685433)",,,
"(0, 0.565342)","(3, 0.42218906)","(4, 0.010814488)",,
"(0, 0.34827104)","(3, 0.6485997)",,,
"(0, 0.27323875)","(3, 0.7244539)",,,
"(0, 0.48465952)","(3, 0.5118633)",,,
"(0, 0.5479496)","(3, 0.4486192)",,,
"(0, 0.38092744)","(3, 0.61565083)",,,
"(0, 0.2911569)","(3, 0.62446636)","(4, 0.08274966)",,
"(0, 0.30462286)","(3, 0.69233674)",,,
"(0, 0.4454595)","(3, 0.52605313)","(4, 0.026433418)",,
"(0, 0.48253053)","(3, 0.5147427)",,,
"(0, 0.37926167)","(3, 0.61815417)",,,
"(0, 0.4839857)","(3, 0.5129345)",,,
"(0, 0.37601838)","(1, 0.025244402)","(3, 0.59711015)",,
"(0, 0.1875562)","(3, 0.74735826)","(4, 0.06344605)",,
"(0, 0.06084542)","(3, 0.9359353)",,,
"(0, 0.34642348)","(3, 0.64979404)",,,
"(0, 0.45122027)","(3, 0.5463349)",,,
"(0, 0.30857432)","(1, 0.030575344)","(3, 0.6589134)",,
"(0, 0.32084718)","(3, 0.6760682)",,,
"(0, 0.6028693)","(3, 0.39435834)",,,
"(0, 0.23519023)","(3, 0.7617265)",,,
"(0, 0.4542055)","(3, 0.54324204)",,,
"(0, 0.39215437)","(3, 0.6043671)",,,
"(0, 0.2811767)","(3, 0.71483094)",,,
"(0, 0.51327425)","(3, 0.48363465)",,,
"(0, 0.25909352)","(2, 0.046120804)","(3, 0.6921986)",,
"(0, 0.3865324)","(3, 0.61033475)",,,
"(0, 0.20424362)","(1, 0.030642163)","(3, 0.76235586)",,
"(3, 0.9865226)",,,,
"(2, 0.02312139)","(3, 0.8852343)","(4, 0.08533178)",,
"(0, 0.07558288)","(3, 0.6211363)","(4, 0.3016972)",,
"(0, 0.20953776)","(3, 0.7005716)","(4, 0.087416485)",,
"(0, 0.085310705)","(3, 0.7007741)","(4, 0.21185805)",,
"(0, 0.16120419)","(3, 0.83583474)",,,
"(3, 0.8245176)","(4, 0.16655912)",,,
"(3, 0.9033939)","(4, 0.08830543)",,,
"(3, 0.98944)",,,,
"(3, 0.7802914)","(4, 0.211019)",,,
"(0, 0.29446718)","(3, 0.70311546)",,,
"(3, 0.9042004)","(4, 0.089912504)",,,
"(2, 0.017491745)","(3, 0.8902185)","(4, 0.08562005)",,
"(0, 0.13426933)","(3, 0.81553394)","(4, 0.048200883)",,
"(3, 0.9229996)","(4, 0.068767)",,,
"(3, 0.9922721)",,,,
"(3, 0.988901)",,,,
"(0, 0.059890516)","(3, 0.93763095)",,,
"(0, 0.05498589)","(3, 0.9418827)",,,
"(3, 0.9245389)","(4, 0.06847869)",,,
"(2, 0.024979375)","(3, 0.9677132)",,,
"(0, 0.09785151)","(1, 0.024486516)","(3, 0.8758495)",,
"(2, 0.15635297)","(3, 0.8353433)",,,
"(3, 0.7108289)","(4, 0.28107795)",,,
"(0, 0.054305423)","(3, 0.9428138)",,,
"(0, 0.17752512)","(3, 0.70869315)","(4, 0.111224815)",,
"(0, 0.22206736)","(3, 0.77445674)",,,
"(0, 0.09460484)","(3, 0.83457345)","(4, 0.06889683)",,
"(0, 0.0748878)","(3, 0.921885)",,,
"(0, 0.61680174)","(3, 0.24545513)","(4, 0.13600779)",,
"(0, 0.5133307)","(3, 0.48362562)",,,
"(0, 0.35747907)","(3, 0.5801397)","(4, 0.06020646)",,
"(0, 0.5764455)","(1, 0.08196646)","(3, 0.33967704)",,
"(0, 0.27169663)","(3, 0.57802176)","(4, 0.14813732)",,
"(0, 0.29899946)","(1, 0.04985828)","(3, 0.5656255)","(4, 0.08457181)",
"(0, 0.88980293)","(3, 0.106537975)",,,
"(0, 0.44680437)","(3, 0.5501102)",,,
"(0, 0.27059388)","(1, 0.121396616)","(3, 0.44758922)","(4, 0.15919033)",
"(0, 0.48435432)","(3, 0.5131018)",,,
"(0, 0.4064645)","(1, 0.06816793)","(3, 0.5232265)",,
"(0, 0.67149)","(1, 0.052465353)","(3, 0.27445376)",,
"(0, 0.53424245)","(1, 0.033483367)","(3, 0.42992634)",,
"(0, 0.41167915)","(3, 0.58536017)",,,
"(0, 0.34693092)","(3, 0.44656628)","(4, 0.2041511)",,
"(0, 0.40161163)","(3, 0.5097707)","(4, 0.08698944)",,
"(0, 0.19306038)","(1, 0.10886176)","(3, 0.51097643)","(4, 0.18607214)",
"(0, 0.5131094)","(3, 0.45993537)","(4, 0.02542016)",,
"(0, 0.3782156)","(3, 0.47959876)","(4, 0.13986814)",,
"(0, 0.44411725)","(1, 0.06301175)","(3, 0.49074066)",,
"(0, 0.3177587)","(3, 0.62267834)","(4, 0.05784587)",,
"(0, 0.24806833)","(3, 0.54365504)","(4, 0.20649807)",,
"(0, 0.5294588)","(3, 0.35607424)","(4, 0.11241612)",,
"(0, 0.5953694)","(3, 0.40207633)",,,
"(0, 0.32905236)","(1, 0.06947578)","(3, 0.43930832)","(4, 0.16116132)",
"(0, 0.31321988)","(3, 0.6837389)",,,
"(0, 0.49157628)","(3, 0.42572522)","(4, 0.080860876)",,
"(0, 0.37125027)","(3, 0.54631054)","(4, 0.080762744)",,
"(0, 0.46192676)","(3, 0.3965843)","(4, 0.13897628)",,
"(0, 0.62800753)","(3, 0.3699814)",,,
"(0, 0.09963245)","(1, 0.27385154)","(3, 0.62415826)",,
"(0, 0.010583889)","(3, 0.98483044)",,,
"(0, 0.13442777)","(3, 0.85994744)",,,
"(1, 0.11612436)","(3, 0.8728036)",,,
"(0, 0.33968765)","(1, 0.16070007)","(3, 0.4968051)",,
"(0, 0.111920066)","(3, 0.88360935)",,,
"(1, 0.1201855)","(3, 0.8676179)",,,
"(3, 0.99086034)",,,,
"(1, 0.060469758)","(3, 0.9275186)",,,
"(1, 0.10201673)","(3, 0.8873099)",,,
"(2, 0.022440165)","(3, 0.9661114)",,,
"(3, 0.9913171)",,,,
"(1, 0.08139956)","(3, 0.90714777)",,,
"(2, 0.017617982)","(3, 0.9751451)",,,
"(0, 0.2552495)","(1, 0.093788415)","(3, 0.6479763)",,
"(3, 0.9893771)",,,,
"(0, 0.161525)","(1, 0.22541553)","(3, 0.6105911)",,
"(3, 0.98910576)",,,,
"(1, 0.1691937)","(3, 0.8216611)",,,
"(0, 0.15013736)","(3, 0.8448639)",,,
"(0, 0.21294424)","(1, 0.13549894)","(3, 0.6487487)",,
"(0, 0.12108619)","(3, 0.8748562)",,,
"(3, 0.9277723)","(4, 0.062270097)",,,
"(3, 0.9886537)",,,,
"(0, 0.18088809)","(3, 0.81533414)",,,
"(0, 0.010308051)","(1, 0.15187545)","(3, 0.8346929)",,
"(1, 0.08477991)","(3, 0.90723974)",,,
"(0, 0.05612294)","(3, 0.93982285)",,,
"(2, 0.03325081)","(3, 0.95294774)",,,
"(0, 0.15020746)","(1, 0.06587552)","(3, 0.7810523)",,
"(0, 0.31629148)","(1, 0.55041397)","(3, 0.13124643)",,
"(0, 0.2598983)","(1, 0.6950585)","(2, 0.027409524)","(3, 0.016521694)",
"(0, 0.43743062)","(1, 0.4133522)","(3, 0.14713793)",,
"(0, 0.5410509)","(1, 0.32912526)","(3, 0.12754335)",,
"(0, 0.54307574)","(1, 0.44452596)",,,
"(0, 0.46016988)","(1, 0.4432156)","(3, 0.094801545)",,
"(0, 0.30791435)","(1, 0.68498385)",,,
"(0, 0.53581804)","(1, 0.45565346)",,,
"(0, 0.33212706)","(1, 0.6607705)",,,
"(0, 0.491476)","(1, 0.4258381)","(3, 0.080849424)",,
"(0, 0.17004958)","(1, 0.6420305)","(2, 0.049253523)","(3, 0.13730657)",
"(0, 0.33838072)","(1, 0.651387)",,,
"(0, 0.45005533)","(1, 0.35296935)","(3, 0.19532411)",,
"(0, 0.20743121)","(1, 0.735414)","(2, 0.03774346)","(3, 0.017999327)",
"(0, 0.4567042)","(1, 0.48336574)","(3, 0.058139518)",,
"(0, 0.15605739)","(1, 0.59508646)","(2, 0.041905507)","(3, 0.20588616)",
"(0, 0.37876004)","(1, 0.4869069)","(3, 0.13244961)",,
"(0, 0.39634016)","(1, 0.59458)",,,
"(0, 0.22706175)","(1, 0.5465)","(2, 0.020654492)","(3, 0.20493054)",
"(0, 0.32771027)","(1, 0.66381925)",,,
"(0, 0.4695528)","(1, 0.3762391)","(3, 0.15134405)",,
"(0, 0.17369452)","(1, 0.74575996)","(3, 0.07852551)",,
"(0, 0.5191347)","(1, 0.4717048)",,,
"(0, 0.43959847)","(1, 0.45967913)","(3, 0.09828991)",,
"(0, 0.61678797)","(1, 0.2966994)","(3, 0.08416563)",,
"(0, 0.39479584)","(1, 0.49425006)","(3, 0.108818024)",,
"(0, 0.33748674)","(1, 0.6531752)",,,
"(0, 0.45872712)","(1, 0.5334834)",,,
"(0, 0.41567883)","(1, 0.35055926)","(3, 0.23168685)",,
"(0, 0.42406884)","(1, 0.5660115)",,,
"(2, 0.15617496)","(3, 0.8363852)",,,
"(2, 0.1562755)","(3, 0.8363486)",,,
"(1, 0.033185158)","(2, 0.33595145)","(3, 0.6239395)",,
"(2, 0.07378302)","(3, 0.9172008)",,,
"(2, 0.09545557)","(3, 0.89663583)",,,
"(2, 0.21647437)","(3, 0.77707404)",,,
"(2, 0.14664112)","(3, 0.8442887)",,,
"(2, 0.28833985)","(3, 0.70184404)",,,
"(2, 0.1194612)","(3, 0.87159795)",,,
"(0, 0.03787804)","(2, 0.10845879)","(3, 0.85103977)",,
"(2, 0.14468116)","(3, 0.8466121)",,,
"(2, 0.16957253)","(3, 0.82107157)",,,
"(2, 0.14716195)","(3, 0.8445231)",,,
"(2, 0.09868818)","(3, 0.89082)",,,
"(2, 0.16411626)","(3, 0.8273181)",,,
"(2, 0.08447856)","(3, 0.905453)",,,
"(2, 0.11623272)","(3, 0.8734608)",,,
"(2, 0.13576362)","(3, 0.85601526)",,,
"(0, 0.12002094)","(2, 0.098412454)","(3, 0.7794902)",,
"(2, 0.063009374)","(3, 0.92836815)",,,
"(2, 0.12592804)","(3, 0.86628664)",,,
"(2, 0.23136294)","(3, 0.7586581)",,,
"(2, 0.16178308)","(3, 0.8298875)",,,
"(2, 0.14867148)","(3, 0.8419845)",,,
"(0, 0.11182886)","(2, 0.1707184)","(3, 0.7152258)",,
"(2, 0.34454522)","(3, 0.64800936)",,,
"(0, 0.08276881)","(3, 0.91224486)",,,
"(2, 0.0521805)","(3, 0.93838704)",,,
"(0, 0.047165796)","(2, 0.1775838)","(3, 0.77323186)",,
"(0, 0.095727414)","(2, 0.04161518)","(3, 0.8600807)",,
"(0, 0.44912848)","(3, 0.54887086)",,,
"(0, 0.38966668)","(3, 0.6076947)",,,
"(0, 0.5447473)","(3, 0.43979746)","(4, 0.014067906)",,
"(0, 0.5789359)","(2, 0.02719093)","(3, 0.3922282)",,
"(0, 0.3590188)","(3, 0.6388342)",,,
"(0, 0.5962003)","(3, 0.4013923)",,,
"(0, 0.67935437)","(3, 0.31853914)",,,
"(0, 0.5972962)","(3, 0.38815147)","(4, 0.012812867)",,
"(0, 0.37836388)","(2, 0.012270129)","(3, 0.6083775)",,
"(0, 0.40334374)","(3, 0.5943165)",,,
"(0, 0.37439242)","(3, 0.62322766)",,,
"(0, 0.43811005)","(2, 0.013788616)","(3, 0.54684687)",,
"(0, 0.43331185)","(3, 0.5645624)",,,
"(0, 0.5006879)","(3, 0.49714103)",,,
"(0, 0.42442864)","(3, 0.57319003)",,,
"(0, 0.36119536)","(3, 0.6178285)","(4, 0.019426469)",,
"(0, 0.6743461)","(3, 0.3231885)",,,
"(0, 0.5249561)","(2, 0.014236356)","(3, 0.45959392)",,
"(0, 0.36695862)","(3, 0.62919873)",,,
"(0, 0.6908155)","(3, 0.30657905)",,,
"(0, 0.51424295)","(3, 0.4833749)",,,
"(0, 0.4151705)","(2, 0.019684691)","(3, 0.5640224)",,
"(0, 0.5571064)","(3, 0.42309067)","(4, 0.01821984)",,
"(0, 0.60463256)","(3, 0.39290375)",,,
"(0, 0.4879626)","(3, 0.50991154)",,,
"(0, 0.44000864)","(1, 0.014748115)","(3, 0.5438249)",,
"(0, 0.52655166)","(3, 0.47130692)",,,
"(0, 0.548321)","(3, 0.4500573)",,,
"(0, 0.3376486)","(3, 0.65946895)",,,
"(0, 0.6509894)","(3, 0.34699863)",,,
"(0, 0.3104478)","(3, 0.68694466)",,,
"(0, 0.444074)","(3, 0.553118)",,,
"(0, 0.44533265)","(3, 0.55144596)",,,
"(0, 0.6025819)","(3, 0.36171314)","(4, 0.033970214)",,
"(0, 0.43592367)","(2, 0.02067656)","(3, 0.5419921)",,
"(0, 0.3604468)","(1, 0.07873316)","(3, 0.5594568)",,
"(0, 0.39405394)","(2, 0.019806722)","(3, 0.5841715)",,
"(0, 0.5744988)","(2, 0.04281676)","(3, 0.3809253)",,
"(0, 0.3106175)","(3, 0.61442816)","(4, 0.07355715)",,
"(0, 0.3025781)","(3, 0.6946825)",,,
"(0, 0.3996561)","(1, 0.031002963)","(3, 0.5678773)",,
"(0, 0.49382016)","(3, 0.44674698)","(4, 0.05775733)",,
"(0, 0.37841257)","(2, 0.015446301)","(3, 0.60486287)",,
"(0, 0.29184783)","(1, 0.041571125)","(3, 0.664935)",,
"(0, 0.32867837)","(3, 0.66901827)",,,
"(0, 0.55086863)","(3, 0.41817307)","(4, 0.029303769)",,
"(0, 0.35898733)","(1, 0.05810848)","(2, 0.03426828)","(3, 0.5478649)",
"(0, 0.39013645)","(1, 0.046861254)","(3, 0.5611908)",,
"(0, 0.41989648)","(3, 0.57729733)",,,
"(0, 0.44630975)","(3, 0.54977465)",,,
"(0, 0.28376314)","(3, 0.7133846)",,,
"(0, 0.35294744)","(2, 0.04907687)","(3, 0.5964826)",,
"(0, 0.24461904)","(3, 0.7338965)","(4, 0.020123562)",,
"(0, 0.23916446)","(3, 0.7579891)",,,
"(0, 0.44896692)","(3, 0.54794717)",,,
"(0, 0.3492072)","(2, 0.015215485)","(3, 0.6338007)",,
"(0, 0.30831477)","(3, 0.6891965)",,,
"(0, 0.24134131)","(1, 0.022178015)","(2, 0.04625254)","(3, 0.68956155)",
"(0, 0.24615423)","(3, 0.7513562)",,,
"(0, 0.32813933)","(3, 0.6690173)",,,
"(0, 0.055420876)","(3, 0.9416893)",,,
"(0, 0.059859097)","(2, 0.23536554)","(3, 0.6586139)","(4, 0.0451832)",
"(0, 0.17179443)","(2, 0.07121407)","(3, 0.7550218)",,
"(0, 0.07488008)","(3, 0.9215807)",,,
"(2, 0.10240902)","(3, 0.89031965)",,,
"(2, 0.2752055)","(3, 0.71354395)",,,
"(1, 0.102360256)","(3, 0.88817674)",,,
"(0, 0.16373067)","(3, 0.8310233)",,,
"(0, 0.16665612)","(3, 0.8301974)",,,
"(0, 0.15512885)","(3, 0.8412101)",,,
"(3, 0.98939455)",,,,
"(3, 0.99111426)",,,,
"(1, 0.09084783)","(2, 0.10568266)","(3, 0.7487602)","(4, 0.04759974)",
"(0, 0.07197618)","(3, 0.9244848)",,,
"(0, 0.19202076)","(1, 0.05212268)","(2, 0.10892105)","(3, 0.645847)",
"(0, 0.22532499)","(2, 0.081291914)","(3, 0.69108015)",,
"(0, 0.080568135)","(1, 0.049989108)","(2, 0.07057065)","(3, 0.79794025)",
"(0, 0.078870095)","(2, 0.08321002)","(3, 0.8356213)",,
"(0, 0.17799559)","(3, 0.8192225)",,,
"(0, 0.2138872)","(2, 0.08562398)","(3, 0.69866246)",,
"(0, 0.2457599)","(2, 0.026070647)","(3, 0.7259914)",,
"(0, 0.050812375)","(3, 0.90661216)","(4, 0.031624496)",,
"(0, 0.18017031)","(1, 0.037608016)","(2, 0.090070784)","(3, 0.6720212)","(4, 0.020129723)"
"(0, 0.1164032)","(1, 0.061471276)","(3, 0.74743754)","(4, 0.07385285)",
"(0, 0.14994906)","(1, 0.10160164)","(2, 0.068699144)","(3, 0.6788545)",
"(1, 0.09687545)","(2, 0.10299015)","(3, 0.79092115)",,
"(0, 0.247793)","(2, 0.08903825)","(3, 0.6613174)",,
"(0, 0.20162469)","(3, 0.79539967)",,,
"(2, 0.08093535)","(3, 0.91094196)",,,
"(0, 0.13180308)","(3, 0.8653424)",,,
"(0, 0.58945334)","(3, 0.4060755)",,,
"(0, 0.7764204)","(2, 0.052168105)","(3, 0.16835462)",,
"(0, 0.67946136)","(3, 0.31721652)",,,
"(0, 0.6984754)","(3, 0.29792705)",,,
"(0, 0.51288086)","(3, 0.4841967)",,,
"(0, 0.8837469)","(3, 0.111490354)",,,
"(0, 0.64539963)","(3, 0.3497297)",,,
"(0, 0.6436098)","(3, 0.3524773)",,,
"(0, 0.8228416)","(3, 0.17368224)",,,
"(0, 0.5920709)","(3, 0.40433696)",,,
"(0, 0.5146757)","(3, 0.48066226)",,,
"(0, 0.74977094)","(3, 0.24624488)",,,
"(0, 0.7624476)","(3, 0.23431927)",,,
"(0, 0.626995)","(3, 0.3701948)",,,
"(0, 0.7961859)","(3, 0.2005946)",,,
"(0, 0.7982343)","(3, 0.19854508)",,,
"(0, 0.6770711)","(3, 0.31894526)",,,
"(0, 0.6562149)","(3, 0.33994353)",,,
"(0, 0.52233475)","(3, 0.4744889)",,,
"(0, 0.5477214)","(3, 0.44953993)",,,
"(0, 0.7258893)","(3, 0.2704591)",,,
"(0, 0.6575074)","(3, 0.33851165)",,,
"(0, 0.79463494)","(3, 0.20138079)",,,
"(0, 0.5840545)","(3, 0.41306287)",,,
"(0, 0.54236597)","(3, 0.4530671)",,,
"(0, 0.6496862)","(3, 0.34555036)",,,
"(0, 0.5017192)","(3, 0.4951064)",,,
"(0, 0.5206676)","(3, 0.475271)",,,
"(0, 0.76622915)","(3, 0.22986098)",,,
"(0, 0.59940267)","(3, 0.39747065)",,,
"(3, 0.8632759)","(4, 0.12830432)",,,
"(3, 0.8133806)","(4, 0.1763162)",,,
"(3, 0.88841426)","(4, 0.10503074)",,,
"(3, 0.9086599)","(4, 0.08125642)",,,
"(3, 0.8857822)","(4, 0.10455119)",,,
"(0, 0.11047078)","(3, 0.88635457)",,,
"(0, 0.08783537)","(3, 0.82729363)","(4, 0.08239914)",,
"(2, 0.039194427)","(3, 0.9526183)",,,
"(0, 0.070733786)","(3, 0.9250496)",,,
"(3, 0.9906065)",,,,
"(2, 0.10552264)","(3, 0.8857297)",,,
"(0, 0.14989914)","(3, 0.8467233)",,,
"(3, 0.99278325)",,,,
"(3, 0.7552821)","(4, 0.23816772)",,,
"(0, 0.077943206)","(2, 0.0263122)","(3, 0.8937821)",,
"(3, 0.8700653)","(4, 0.12147592)",,,
"(3, 0.91092134)","(4, 0.081016175)",,,
"(0, 0.034040876)","(2, 0.018037299)","(3, 0.66796875)","(4, 0.27913612)",
"(3, 0.8693181)","(4, 0.1235081)",,,
"(0, 0.030430771)","(3, 0.7910797)","(4, 0.17639843)",,
"(3, 0.79172444)","(4, 0.2008344)",,,
"(3, 0.93268335)","(4, 0.054842964)",,,
"(3, 0.8748196)","(4, 0.116897725)",,,
"(3, 0.9198995)","(4, 0.07192226)",,,
"(3, 0.8895326)","(4, 0.10374879)",,,
"(2, 0.046035368)","(3, 0.8335716)","(4, 0.11229391)",,
"(0, 0.07735787)","(3, 0.91898984)",,,
"(2, 0.15806869)","(3, 0.5913098)","(4, 0.24125826)",,
"(0, 0.0358344)","(2, 0.100673236)","(3, 0.8611622)",,
"(3, 0.92076445)","(4, 0.07456262)",,,
"(0, 0.04640003)","(1, 0.2031932)","(3, 0.74861443)",,
"(0, 0.14128411)","(1, 0.1445683)","(2, 0.089100845)","(3, 0.62420875)",
